"thought 
", |θɔːt|,"мысль, мышление, мнение, дума, внимание, соображения, размышление, забота, намерение","-->>> That thought has crossed my mind.-->>> He thought it was a ""colossal"" idea.-->>> Thought thrives on conflict.-->>> He was buried in thought.-->>> My first thought was that something must have changed.-->>> The thought that we would soon reach home gave us courage.-->>> It was just a thought.-->>> I thought it best to call first.-->>> She was lost in thought.-->>> I thought we could meet for lunch.-->>> 'How strange!' he thought.-->>> I thought we had an agreement.-->>> I thought I heard him leave.-->>> When I found the car burnt out I thought you were a ""goner"".-->>> He thought he had solved the puzzle.-->>> Western modes of thought-->>> The thought struck me that...-->>> My mind boggles at the very thought.-->>> It's a depressing thought.-->>> He sickened at the thought.-->>> They had thought to deceive me.-->>> The thought of food nauseated me.-->>> I thought he would scent us out.-->>> It was a sobering thought.-->>> The thought of war appalls me.-->>> He was choked with the thought.-->>> The thought of suicide plagued her.-->>> Darwinian thought-->>> 19th century thought-->>> The thought of her unhappiness pricked his conscience.-->>> Thought is consubstantiated with the object-->>> The thought of meeting him made her prickle with excitement.-->>> ...sophisticates laughing at people they thought of as hicks...","-->>> Эта мысль приходила мне в голову.-->>> Он считал, что это потрясающая идея.-->>> В споре рождается истина.-->>> Он был погружён в размышления.-->>> Первое, о чём я подумал — наверное, что-то изменилось.-->>> Мысль о том, что скоро мы будем дома, приободрила нас.-->>> Это были просто мысли вслух. / Так, просто подумалось.-->>> Я подумал, что лучше сперва позвонить.-->>> Она была погружена в свои мысли.-->>> Я подумал, что мы могли бы вместе пообедать.-->>> ""Как странно!"" — подумал он.-->>> Я думал, мы договорились.-->>> По-моему, я слышал, как он ушёл.-->>> Когда я обнаружил, что машина сгорела, то подумал, что тебе конец.-->>> Он думал, что решил эту головоломку.-->>> западный образ мышления-->>> Мне вдруг пришло в голову, что...-->>> Я боюсь даже думать об этом.-->>> Эта мысль угнетает.-->>> От этой мысли ему становилось плохо.-->>> Они думали меня обмануть.-->>> От мысли о еде меня затошнило.-->>> Я думал, что он пронюхает о нас.-->>> Эта мысль отрезвила.-->>> Мысль о войне приводит меня в ужас.-->>> От одной мысли об этом у него перехватывало дух.-->>> Мысль о самоубийстве неотступно преследовала её.-->>> дарвиновская мысль-->>> (философская) мысль девятнадцатого века-->>> При мысли о её несчастье он почувствовал угрызения совести.",
"city 
", |ˈsɪtɪ|,"город, большой город, старинный город, городской, муниципальный, общегородской",-->>> We lived in the city.-->>> City of the Seven Hills-->>> City life is not for me.-->>> We live outside the city.-->>> She moved to a bigger city.-->>> We took a train to the city.-->>> Does this road go to the city?-->>> I lost myself in this city.-->>> Los Angeles city limits-->>> New York is an amazing city!-->>> New York City-->>> Lancastrian city center-->>> Two rivers border the city.-->>> New York City's Central Park-->>> He guided us around the city.-->>> We welcomed them to our city.-->>> A light haze hung over the city.-->>> She loves the city's underground music scene.-->>> The city was dimmed-out.-->>> The city pulses with life.-->>> Most of the city was aflame.-->>> The city is growing rapidly.-->>> The city continued to shrink.-->>> Crime plagues the inner city.-->>> The city streets form a grid.-->>> Jerusalem is a city of ruins.-->>> A hurricane savaged the city.-->>> Ancient Troy was a great city.-->>> A wall surrounds the old city.-->>> Ancient Troy was a great city.-->>> ...will steward the city's library programs...-->>> He was living as a struggling artist in the city.-->>> ...totally desolated the city with aerial bombs...,-->>> Мы жили в городе.-->>> Город на семи холмах (Рим)-->>> Городская жизнь не для меня.-->>> Мы живём за городом.-->>> Она переехала в более крупный город.-->>> Мы поехали в город на поезде.-->>> Эта дорога идёт в город?-->>> Я заблудился в этом городе.-->>> границы города Лос-Анджелеса-->>> Нью-Йорк — потрясающий город!-->>> город Нью-Йорк-->>> ланкастерский центр города-->>> Город ограничен двумя реками.-->>> Центральный парк Нью-Йорка-->>> Он устроил нам экскурсию по городу.-->>> Мы радушно приняли их в нашем городе.-->>> Лёгкая дымка повисла над городом.-->>> Она обожает городскую сцену музыкального андерграунда.-->>> Улицы в городе были частично затемнены в целях светомаскировки.-->>> Жизнь города бьёт ключом. / Город пульсирует жизнью.-->>> Большая часть города была охвачена огнём.-->>> Город стремительно растёт.-->>> Город продолжал сокращаться.-->>> Преступность свирепствует в центральной части города.-->>> Городские улицы образуют сеть.-->>> Иерусалим - город развалин.-->>> Город жестоко пострадал от урагана.-->>> Древняя Троя была огромным городом.-->>> Старый город окружает стена.-->>> Древняя Троя была великим городом.,
"tree 
", |triː|,"дерево, древо, вал, родословное дерево, загнать на дерево, влезать на дерево",-->>> Fruit grows on trees.-->>> Monkeys live in trees.-->>> The car hit a tree.-->>> Climb down out of that tree!-->>> The car struck the tree.-->>> He chopped down the tree.-->>> The tree was about to fall.-->>> Break a branch from a tree.-->>> The wind toppled the tree.-->>> A tree lay across the road.-->>> A fallen tree soon rots.-->>> The tree fell straight down.-->>> An apple fell from the tree.-->>> VLSI search tree-->>> He shinned up a tree.-->>> He was treed by a bull.-->>> Birds alight on a tree.-->>> Take a tree and bow it.-->>> The tree was oozing sap.-->>> Sap oozed from the tree.-->>> The cherry tree bloomed.-->>> The bird landed in a tree.-->>> Robins nested in the tree.-->>> Ivy curled round the tree.-->>> He has stumped every tree.-->>> A tree arches over the road.-->>> My car bumped into the tree.-->>> Erosion listed the old tree.-->>> The car smashed into a tree.-->>> I hitched my mare to a tree.-->>> They are pictures of convoluted tree trunks on an island of pink wave-smoothed stone ...-->>> ...pared the stray branches on the tree...,"-->>> Фрукты растут на деревьях.-->>> Обезьяны живут на деревьях.-->>> Автомобиль врезался в дерево.-->>> Слезь с того дерева!-->>> Автомобиль врезался в дерево.-->>> Дерево он срубил.-->>> Дерево вот-вот должно было упасть.-->>> Отломите с какого-нибудь дерева ветку.-->>> Ветер повалил дерево.-->>> Поперёк дороги лежало дерево.-->>> Поваленное дерево быстро гниёт.-->>> Дерево упало прямо вниз.-->>> С дерева упало яблоко.-->>> СБИС-реализация дерева поиска, микросхемная реализация алгоритма древовидного поиска-->>> Он вскарабкался на дерево.-->>> Бык загнал его на дерево.-->>> Птицы садятся на дерево.-->>> Выбери дерево и согни его.-->>> Дерево сочилось смолой.-->>> Из дерева вытекал сок /сочилась смола/.-->>> Вишня расцвела.-->>> Птица села на дерево.-->>> На дереве свили гнездо малиновки.-->>> Дерево было обвито плющом.-->>> Он выкорчевал все деревья.-->>> Над дорогой дугой изгибается дерево.-->>> Моя машина врезалась в дерево.-->>> Из-за эрозии старое дерево завалилось на сторону.-->>> Машина врезалась в дерево.-->>> Я привязал свою кобылу к дереву.",
"cross 
", |krɔːs|,"крест, кросс, крестик, перекрестный, пересекаться, косо","-->>> I'll cross your name off.-->>> He crossed himself.-->>> I was cross with her for being so careless.-->>> Look both ways before you cross the street.-->>> One line crossed the other.-->>> He crossed to the window.-->>> I've put a cross on the map to mark where our street is.-->>> I didn't mean to make you cross.-->>> No cross, no crown..-->>> The old man looked cross and unfriendly.-->>> He is equally ugly and cross.-->>> I watched her cross the street.-->>> The train crosses through France.-->>> She was cross at being interrupted.-->>> He got the children tired and cross.-->>> We had such cross weather.-->>> Our paths did not cross again.-->>> That is his cross to bear.-->>> Pauline wore a tiny gold cross.-->>> We crossed the state border hours ago.-->>> The debt is paid, the score is crossed.-->>> The dog crossed the street.-->>> She gets cross when he goes out drinking.-->>> He crossed his arms behind him.-->>> Grand Cross-->>> He signed himself with the cross.-->>> Put a nail where the boards cross.-->>> Maltese cross-->>> He hated anyone who crossed him.-->>> An old bridge crosses the river.-->>> Am I cross? No, not a bit of it.-->>> Mendel tried crossbreeding-->>> He was awarded the George Cross.","-->>> Я тебя вычеркну.-->>> Он перекрестился.-->>> Я был зол на неё за такое легкомыслие.-->>> Прежде чем перейти улицу, посмотри по обеим сторонам.-->>> Одна линия пересекла другую.-->>> Он подошел к окну.-->>> Я нарисовал крестик на карте, чтобы отметить, где находится наша улица.-->>> Я не хотела тебя рассердить.-->>> Без труда нет плода. (посл)-->>> Вид у старика был сердитый и неприветливый.-->>> Он выглядит и настроен равно отвратительно.-->>> Я смотрел, как она переходит улицу.-->>> Поезд пересекает всю Францию.-->>> Она была рассержена/раздражена будучи прерванной-->>> Он утомил и разозлил детей.-->>> Погода была хуже некуда.-->>> Больше наши пути не пересекались.-->>> Это его крест.-->>> Полина носила крошечный золотой крестик.-->>> Мы пересекли государственную границу несколько часов назад.-->>> Долг уплачен, счёт закрыт.-->>> Собака перебежала улицу.-->>> Она злится, когда он уходит куда-то, чтобы выпить.-->>> Он заложил руки за спину.-->>> Большой Крест (высший гражданский орден)-->>> Он осенил себя крестным знамением.-->>> Вбейте гвоздь в месте, где доски пересекаются.-->>> а) Мальтийский крест; б) кино мальтийский крест (устройство, обеспечивающее прерывистое движение плёнки в проекторе)-->>> Он ненавидел каждого, кто ему перечил.-->>> Через реку стоит старый мост.",
"farm 
", |fɑːrm|,"ферма, хозяйство, хутор, сельскохозяйственный, обрабатывать землю",-->>> Running a farm is hard work.-->>> She grew up on a dairy farm.-->>> The old farm is a good mile from here.-->>> Joe had worked on the farm all his life.-->>> He told us a story involving life on a farm.-->>> This farm covers some 200 acres-->>> This farm has suddenly become a goldmine.-->>> He lived simply on the farm.-->>> My son is farming in California.-->>> We made our way through the village to the farm.-->>> He was born on a farm.-->>> He left his farm to his survivors.-->>> He runs a pig farm in Lincolnshire.-->>> Farm Credit Administration-->>> He had let the farm go to ruin.-->>> He took control of the family farm.-->>> The farm grows a variety of grains.-->>> We use only organic fertilizers on our farm.-->>> He was left to work the farm alone.-->>> The farm lacks even basic equipment.-->>> Farm work can be a good conditioner.-->>> We clashed over the new farm policies.-->>> They decided to farm the old homestead.-->>> He nursed the farm back to productivity.-->>> It takes several people to work the farm.-->>> Our family has farmed here for generations.-->>> The farm workers' strike is in its third week.-->>> Two farm workers died when a barn caught fire.-->>> You can just make out the farm in the distance.-->>> We have both dairy and beef cattle on the farm.-->>> He was granted tenancy of the farm.-->>> The farm felt like a prison for her.-->>> I've worked on that farm man and boy.,"-->>> Работа на ферме — тяжёлый труд.-->>> Она выросла на молочной ферме.-->>> Старая ферма находится в доброй миле отсюда.-->>> Джо проработал на ферме всю свою жизнь.-->>> Он рассказал нам историю, связанную с жизнью на ферме.-->>> Площадь этого фермерского хозяйства составляет акров двести.-->>> Эта ферма неожиданно начала приносить большой доход.-->>> Он жил простой жизнью на ферме.-->>> Мой сын занимается сельским хозяйством в Калифорнии.-->>> Мы шли на ферму через всю деревню.-->>> Он родился на ферме.-->>> Он оставил своё хозяйство тем, кто его переживёт.-->>> Он управляет свинофермой в Линкольншире.-->>> Администрация по делам фермерского кредита (в США)-->>> Он позволил ферме превратиться в руины.-->>> Он взял под свой контроль семейную ферму.-->>> На ферме выращивают разные виды зерновых.-->>> На нашей ферме мы используем только органические удобрения.-->>> Его оставили работать на ферме в одиночку.-->>> На ферме отсутствует даже самое элементарное оборудование.-->>> Работа на ферме может быть хорошей тренировкой.-->>> Мы резко разошлись во мнениях по поводу новой сельскохозяйственной политики.-->>> Они решили сдать в аренду старую усадьбу.-->>> Его стараниями и заботой ферма вновь стала продуктивной.-->>> Для работы на ферме нужно несколько человек.-->>> Наша семья занимается здесь сельским хозяйством на протяжении многих поколений.-->>> Идёт третья неделя забастовки работников сельского хозяйства.-->>> Двое работников фермы погибли, когда загорелся сарай.-->>> Вдали можно разглядеть ферму.-->>> У нас на ферме есть как молочная так и мясная порода скота.",
"hard 
", |hɑːrd|,"жесткий, трудный, твердый, жестко, твердо, тяжело, каторга, брод","-->>> It rained hard.-->>> Times were hard.-->>> She's had a hard life.-->>> She was hard to please.-->>> Hit the ball hard.-->>> Don't drive me too hard.-->>> He hit me a hard blow.-->>> It is a hard book to read.-->>> The student studied hard.-->>> We work for a hard master.-->>> The ice is frozen hard.-->>> You're a hard man, John.-->>> This has been a hard winter.-->>> The snow came down hard.-->>> The success repays hard work.-->>> He hit the ball hard.-->>> Small type is hard to read.-->>> The work is pretty hard.-->>> Life is hard at times.-->>> Mr. Hopkins is hard sick.-->>> It was hard to stay awake.-->>> Running a farm is hard work.-->>> The offer was hard to resist.-->>> He works much too hard.-->>> He pushed her very hard.-->>> It was hard luck on you.-->>> Hard water may be softened.-->>> I found it hard to concentrate.-->>> Defeat seemed hard at hand.-->>> He hit her hard in the face.-->>> Our brief trip to the beach was a much-needed oasis in a summer of hard work.-->>> And faster than you can say “You've got mail!” he fell hard for his unseen paramour.-->>> They work hard at school without giving the appearance of being particularly hard-working.","-->>> Шёл сильный дождь.-->>> Тяжёлые были времена.-->>> У неё была тяжёлая жизнь.-->>> Ей было трудно угодить.-->>> Сильно ударь по мячу.-->>> Не наседай на меня.-->>> Он сильно ударил меня.-->>> Эта книга трудна для чтения.-->>> Студент усердно занимался.-->>> Мы работаем на требовательного хозяина.-->>> Лёд очень твёрдый.-->>> Суровый ты мужик, Джон.-->>> Это была суровая зима.-->>> Шёл сильный снег.-->>> Успех — это вознаграждение за тяжёлый труд.-->>> Он нанёс сильный удар по мячу.-->>> Мелкий шрифт сложно читать.-->>> Эта работа довольно тяжёлая.-->>> Жизнь порой трудна.-->>> Мистер Хопкинс очень болен.-->>> Было трудно не заснуть.-->>> Работа на ферме — тяжёлый труд.-->>> Перед этим предложением было трудно устоять.-->>> Он слишком уж много работает.-->>> Он очень сильно её толкнул. / Он очень грубо её отымел. (сленг)-->>> Тебе просто очень не повезло.-->>> Жёсткую воду можно смягчить.-->>> Мне было трудно сосредоточиться.-->>> Поражение казалось совсем близко.-->>> Он сильно ударил её по лицу.",
"start 
", |stɑːrt|,"начало, старт, запуск, пуск, толчок, начинать, начинаться, стартовать","-->>> Who will start?-->>> It's starting to rain.-->>> When can you start?-->>> The train has just started.-->>> He woke with a start.-->>> Where did the rumour start?-->>> Dance classes start at 5:15.-->>> Lessons start at 9 o'clock.-->>> Then the baby started crying.-->>> A loud knock at the door made her start.-->>> How did the fire start?-->>> The engine won't start.-->>> Let's make a start, shall we?-->>> What time does the film start?-->>> He gave me a head start.-->>> I'll start at the very beginning.-->>> Wait! Don't start the engine yet.-->>> Right then, shall we start?-->>> It was off to a good start.-->>> We started the meeting at 6:30.-->>> Who started this company?-->>> The film starts at 5 o'clock.-->>> The plan was doomed from the start.-->>> He got off to a flying start.-->>> The trainees start next week.-->>> He gave me a start of 10 yards.-->>> Start by jotting down a few ideas.-->>> We're off to a fast start.-->>> I started college last week.-->>> Most actors start off in rep.-->>> At the start of each school year, we renew our commitment to helping students succeed.-->>> The day was a disaster from start to finish (=from the beginning until the end).-->>> ...she and her old college roommate headed off for one final European gambol before returning to the States to start their separate careers...","-->>> Кто начнёт?-->>> Начинается дождь.-->>> Когда вы можете приступить к работе?-->>> Поезд только что ушёл.-->>> Он вздрогнул и проснулся.-->>> Откуда пошёл этот слух?-->>> Занятия танцами начинаются в пять-пятнадцать.-->>> Уроки начинаются в девять часов.-->>> Потом ребёнок начал плакать.-->>> Громкий стук в дверь заставил её вздрогнуть.-->>> Как начался пожар?-->>> Двигатель не запускается. / Мотор не заводится.-->>> Ну что, начнём?-->>> Когда начинается этот фильм?-->>> Он дал мне фору.-->>> Я начну с самого начала.-->>> Подождите! Не запускайте пока мотор.-->>> Ну что же, приступим?-->>> Это было неплохое начало.-->>> Мы начали встречу в шесть-тридцать.-->>> Кто основал эту компанию?-->>> Фильм начинается в пять часов.-->>> План был обречён с самого начала.-->>> Он начал блестяще.-->>> Практиканты приступают к работе на следующей неделе.-->>> Он дал мне десять ярдов форы.-->>> Для начала набросайте несколько идей.-->>> Мы начали быстро.-->>> На прошлой неделе я пошёл в колледж.-->>> Большинство актёров начинает карьеру в репертуарных театрах.",
"might 
", |maɪt|,"мощь, сила, могущество, энергия, может быть, можно","-->>> Might I express my opinion?-->>> You never know what might happen in the future.-->>> She might help if she knew the truth.-->>> If I had not discovered Oliver's letter, I might never have known.","-->>> Позвольте мне высказать своё мнение.-->>> Кто знает, что может произойти в будущем.-->>> Она бы помогла, если бы знала правду.-->>> Я мог бы никогда и не узнать об этом, если бы не обнаружил письмо Оливера.",
"story 
", |ˈstɔːrɪ|,"история, рассказ, сюжет, повесть, сказка, этаж, предание, фабула, ярус, выдумка, ложь","-->>> Don't tell stories.-->>> His story rings true.-->>> He told us the story.-->>> It was a very sad story.-->>> He told a funny story.-->>> He twisted up the story.-->>> That's a likely story!-->>> I accredited his story.-->>> I heard this story firsthand.-->>> I can't buy this story.-->>> This story will grab you.-->>> This is a recurring story.-->>> Kim never doubted his story.-->>> The story has a happy ending.-->>> I tell the story as I heard it.-->>> The story ran in all the papers.-->>> He supported his story with facts.-->>> A long rambling ghost story.-->>> He had filmed her life story.-->>> I think it's a cracking story.-->>> Mommy, will you read me a story?-->>> It's tempting to believe her story.-->>> Does his story check out?-->>> She sobbed out her story.-->>> The story is largely true.-->>> His is a story yet untold.-->>> He bought the whole story.-->>> You shouldn't tell stories.-->>> His story is complete piffle.-->>> The story engaged my interest.-->>> The story accreted emotion-->>> ... I could pretty much go wherever I felt a story led ...-->>> ...the professor called it one sockdolager of a short story, but he seemed to be the only one in the room amused by this description...","-->>> Не сочиняйте. / Не рассказывайте сказок.-->>> Его рассказ звучит правдоподобно.-->>> Он рассказал нам эту историю.-->>> Это была очень грустная история.-->>> Он рассказал смешную историю.-->>> Он всё перепутал.-->>> Ага! Так я и поверил! (разг.; ирон.)-->>> Я поверил его рассказу.-->>> Я услышал эту историю из первых рук.-->>> Не могу я на это купиться.-->>> Эта история захватит ваше воображение.-->>> Эта история регулярно повторяется.-->>> Ким никогда не сомневался в его истории.-->>> У этой истории счастливый конец.-->>> За что купил, за то и продаю.-->>> История появилась во всех газетах.-->>> Он подтвердил свой рассказ фактами.-->>> Длинная путаная история про привидения.-->>> Он снял фильм про её жизнь.-->>> По-моему, это классный сюжет.-->>> Мамочка, почитаешь мне сказку?-->>> Так и хочется поверить в ее историю.-->>> Его рассказ подтверждается?-->>> Рыдая, она рассказала свою историю.-->>> История во многом верна.-->>> Его история до сих пор не рассказана.-->>> Он купился на эту историю.-->>> Не надо рассказывать сказки.-->>> Его рассказ — полная чушь.-->>> Эта история вызвала у меня интерес.",
"saw 
", |sɔː|,"пила, пословица, афоризм, пилить, пилиться, пильный",-->>> We shall have to saw the old tree down.-->>> Could you saw the branches into equal lengths of wood?,-->>> Нам придётся спилить старое дерево.-->>> Не могли бы вы распилить ветки на равные части?,
"far 
", |fɑːr|,"далекий, дальний, далеко, гораздо, намного, большое расстояние",-->>> How far is it to the station?-->>> It's not far from here.-->>> You are so far away from me now.-->>> We talked far into the night.-->>> That's far too much to pay.-->>> She sat in a chair on the far side of the shop.-->>> We can walk to my house from here. It isn't far.-->>> The deadline is not far off.-->>> Have you driven far?-->>> He lives further down the street.-->>> Let's see who can jump the furthest!-->>> The car is far too expensive.-->>> The children don't go far from home.-->>> In England shops close far too often and far too early.-->>> She lives far out in the country.-->>> You could see the mountains in the far distance.-->>> Tthe far corners of the world-->>> If we could see far into the future.-->>> It would take me far too long to explain.-->>> The dog wandered far from home.-->>> He still lives not far from where he was born.-->>> They want to plan much further ahead than the next few years.-->>> I enjoyed it far more than I expected.-->>> The house is set far back from the road.-->>> I can only go so far before I have to give up.-->>> How far can we get with this kind of argument?-->>> The first petrol-driven car was produced as far back as 1883.-->>> Many birds fly further south in the autumn.-->>> They had got as far as painting the kitchen.-->>> The right side is the far side of the horse.,"-->>> Как далеко до станции?-->>> Это недалеко отсюда.-->>> Ты так далеко от меня сейчас.-->>> Мы разговаривали до поздней ночи.-->>> Это слишком уж дорого.-->>> Она сидела на стуле в дальнем конце магазина.-->>> Мы можем дойти до моего дома пешком. Тут недалеко.-->>> Крайний срок — не за горами.-->>> Вы издалека приехали?-->>> Он живёт дальше по улице.-->>> Посмотрим, кто прыгает дальше всех!-->>> Этот автомобиль — слишком уж дорогой.-->>> Дети не уходят далеко от дома.-->>> В Англии магазины закрываются слишком часто и слишком рано.-->>> Она живет далеко, в деревне.-->>> Где-то вдалеке виднелись горы.-->>> самые далёкие уголки мира-->>> Если бы мы могли заглянуть далеко в будущее.-->>> У меня уйдёт слишком много времени, чтобы это объяснить.-->>> Собака забрела далеко от дома.-->>> Он по-прежнему живёт недалеко от места рождения.-->>> Они хотят планировать гораздо дальше, чем на ближайшие несколько лет.-->>> Мне понравилось гораздо больше, чем я ожидал.-->>> Дом находится далеко в стороне от дороги.-->>> Я могу дойти лишь до этих пор, а потом мне придётся сдаться.-->>> Как далеко мы можем зайти с такой аргументацией?-->>> Первый автомобиль на бензиновом двигателе был произведён ещё в 1883 году.-->>> Осенью многие птицы летят дальше на юг.-->>> Они успели добраться до покраски кухни.-->>> Правая сторона лошади называется дальней. (брит.)",
"sea 
", |siː|,"море, волнение, волна, прилив, морской, приморский",-->>> Brighton is on the sea-->>> The sea was perfectly calm.-->>> He went to sea when he was eighteen.-->>> They stood side by side looking out to sea.-->>> Millions of plants and animals live in the sea.-->>> She's out enjoying the sea air.-->>> They headed west toward the open sea.-->>> The refugees put to sea in five rickety rafts.-->>> There was a great castle built right on the sea.-->>> Magellan's voyage is the greatest single human achievement on the sea.-->>> Divers have disturbed the sea bed in some areas.-->>> He looked down at the sea of smiling faces before him.-->>> Jay stripped his clothes off and ran into the sea.-->>> Most exports went by sea.-->>> All the rooms have sea views.-->>> He spent over 30 years at sea.,"-->>> Брайтон расположен на море-->>> Море было совершенно спокойным.-->>> Он стал моряком, когда ему было восемнадцать.-->>> Они стояли рядышком и смотрели на море.-->>> В море живут миллионы животных и растений.-->>> Она на улице, наслаждается морским воздухом.-->>> Они направились на запад, в сторону открытого моря.-->>> Беглецы отправились в море на пяти расшатанных плотах.-->>> Прямо на берегу моря стоял величественный замок.-->>> Среди всех достижений человека на море, величайшим является плавание Магеллана.-->>> В некоторых местах ныряльщики потревожили морское дно.-->>> Он посмотрел вниз, на море улыбающихся лиц перед ним.-->>> Джей сорвал с себя одежду и побежал в море.",
"draw 
", |drɔː|,"ничья, жеребьевка, тираж, вытягивание, тяга, рисовать, привлекать, черпать, проводить","-->>> He draws beautifully.-->>> They drew 3-3.-->>> I drew $ 100 out of my account.-->>> Can you draw me a map of how to get there?-->>> Liverpool drew with Juventus.-->>> How many horses will draw the royal coach?-->>> Plants draw nourishment from the soil.-->>> He didn't want to draw attention to himself.-->>> The fire does not draw well.-->>> The chimney draws well.-->>> Draw it mild!-->>> The match ended in a draw.-->>> He drew his salary quarterly.-->>> He lit his pipe and drew deeply.-->>> She drew a deep breath.-->>> What answer can you draw from the proofs that are offered?-->>> I draw a line here.-->>> He is quick on the draw.-->>> Draw a picture of your house.-->>> His days are drawing to a close.-->>> She was drawn to despair.-->>> Let us draw a deduction from the facts.-->>> The festival is always a big draw.-->>> Cover the food so it won't draw the flies.-->>> The festival is likely to draw huge crowds.-->>> The first quarter of 2006 draws to a close.-->>> First of all, draw a square.-->>> Soon the sails began to draw.-->>> We'll notify her to draw up a contract.-->>> The play still draws.-->>> The participants in the experiment were drawn from a representative population-->>> The research suggests that the drug will be successful, in so far as one can draw conclusions from such a small sample size.","-->>> Он прекрасно рисует.-->>> Они сыграли вничью 3:3.-->>> Я снял со своего счёта сто долларов.-->>> Можете ли вы нарисовать мне карту, как туда добраться?-->>> ""Ливерпуль"" сыграл в ничью с "" Ювентусом"".-->>> Сколько лошадей запрягут в королевскую карету?-->>> Растения берут питательные вещества из почвы.-->>> Он не хотел привлекать к себе внимание.-->>> Огонь не разгорается.-->>> В трубе хорошая тяга.-->>> Не преувеличивай! / Не перебарщивай! (разг.)-->>> Матч закончился вничью.-->>> Он получал зарплату ежеквартально.-->>> Он прикурил трубку и глубоко затянулся.-->>> Она сделала глубокий вдох.-->>> Какие выводы можно сделать из предъявленных доказательств?-->>> Я провожу здесь прямую.-->>> Он сразу хватается за оружие.-->>> Нарисуйте свой дом.-->>> Его дни сочтены.-->>> Её довели до отчаяния.-->>> Давайте сделаем их этих фактов вывод.-->>> На этом фестивале всегда много народу.-->>> Накрой еду, чтобы на неё не слетелись мухи.-->>> Скорее всего, фестиваль привлечёт огромные толпы людей.-->>> Первый квартал 2006 года подходит к концу.-->>> Прежде всего, нарисуйте квадрат.-->>> Вскоре паруса начали наполняться ветром.-->>> Мы дадим ей задание составить контракт.-->>> Пьеса всё ещё делает сборы.",
"left 
", |left|,"слева, налево, левый, левые, левая сторона","-->>> He left after an hour.-->>> I have two years left.-->>> He left two days ago.-->>> Opera left him cold.-->>> We left home at noon.-->>> The film left me cold.-->>> Turn left after the hotel.-->>> He paid his bill and left.-->>> I wonder why they left.-->>> I left my bags right here.-->>> She has no juice left.-->>> She left the door ajar.-->>> Steer toward the left.-->>> He left without a word.-->>> Turn left at the church.-->>> He took a sharp left turn.-->>> Is there any milk left?-->>> Take the next left turn.-->>> He left the secret untold.-->>> Who left all the lights on?-->>> They left last Wednesday.-->>> The news left her aghast.-->>> Take a left at the corner.-->>> The wine left a dark stain.-->>> The polish left a waxy residue.-->>> I left my music at home.-->>> He left in great disgust.-->>> We left by the back gate.-->>> They left before daylight.-->>> He left his estate to her.-->>> Parents were left anxious, uninformed, and isolated.-->>> The announcement has left shareholders nursing huge losses.-->>> ...he sank into a crushing despond after his wife left him...","-->>> Он ушёл через час.-->>> У меня осталось два года.-->>> Он уехал два дня назад.-->>> Опера оставила его равнодушным.-->>> Мы вышли из дома в полдень.-->>> Кино оставило меня равнодушным.-->>> После гостиницы поверните налево.-->>> Он оплатил счёт и ушёл.-->>> Интересно, почему они ушли.-->>> Я оставил сумки вот здесь.-->>> Она совсем без сил.-->>> Она оставила дверь приоткрытой.-->>> Держите курс левее.-->>> Он ушёл, не сказав ни слова.-->>> У церкви поверните налево.-->>> Он резко повернул налево.-->>> Молока совсем не осталось? / Осталось ли хоть немного молока?-->>> На следующем повороте — налево.-->>> Он не раскрыл этой тайны.-->>> Кто не выключил свет?-->>> Они уехали в прошлую среду.-->>> Новость повергла её в ужас.-->>> На перекрёстке поверните налево.-->>> От вина осталось тёмное пятно.-->>> От мастики остался восковой осадок.-->>> Я оставил ноты дома.-->>> Он ушёл в сильном раздражении.-->>> Мы вышли через задние ворота.-->>> Они уехали затемно.-->>> Он оставил ей своё поместье.",
